,Unnamed: 0,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,job_title_clean,employee_residence_clean,company_location_clean,log_salary_usd,remote_type
229,229,2021,se,ft,Data Analyst,90000,cad,71786,CA,100,CA,m,data analyst,ca,ca,11.181458680147426,remoto total
230,230,2021,en,ft,Big Data Engineer,1200000,inr,16228,IN,100,IN,l,other,in,in,9.694555044315882,remoto total
231,231,2021,se,ft,ML Engineer,256000,usd,256000,US,100,US,s,other,us,us,12.45293662970407,remoto total
232,232,2021,se,ft,Director of Data Engineering,200000,usd,200000,US,100,US,l,other,us,us,12.206077645517674,remoto total
233,233,2021,se,ft,Data Analyst,200000,usd,200000,US,100,US,l,data analyst,us,us,12.206077645517674,remoto total
234,234,2021,mi,ft,Data Architect,180000,usd,180000,US,100,US,l,other,us,us,12.100717685412471,remoto total
235,235,2021,mi,ft,Head of Data Science,110000,usd,110000,US,0,US,s,other,us,us,11.608244735642321,presencial
236,236,2021,mi,ft,Research Scientist,80000,cad,63810,CA,100,CA,m,research scientist,ca,ca,11.063680868264434,remoto total
237,237,2021,mi,ft,Data Scientist,39600,eur,46809,ES,100,ES,m,data scientist,other,other,10.753852134294116,remoto total
238,238,2021,en,ft,Data Scientist,4000,usd,4000,VN,0,VN,m,data scientist,other,other,8.294299608857235,presencial
239,239,2021,en,ft,Data Engineer,1600000,inr,21637,IN,50,IN,m,data engineer,in,in,9.98220630724752,híbrido
240,240,2021,se,ft,Data Scientist,130000,cad,103691,CA,100,CA,l,data scientist,ca,ca,11.5491802456294,remoto total
241,241,2021,mi,ft,Data Analyst,80000,usd,80000,US,100,US,l,data analyst,us,us,11.289794413577894,remoto total
242,242,2021,mi,ft,Data Engineer,110000,usd,110000,US,100,US,l,data engineer,us,us,11.608244735642321,remoto total
243,243,2021,se,ft,Data Scientist,165000,usd,165000,US,100,US,l,data scientist,us,us,12.013706813470414,remoto total
244,244,2021,en,ft,AI Scientist,1335000,inr,18053,IN,100,AS,s,other,in,other,9.8011225458581,remoto total
245,245,2021,mi,ft,Data Engineer,52500,gbp,72212,GB,50,GB,l,data engineer,gb,gb,11.187375364074551,híbrido
246,246,2021,en,ft,Data Scientist,31000,eur,36643,FR,50,FR,l,data scientist,other,other,10.5090049831351,híbrido
247,247,2021,mi,ft,Data Engineer,108000,try,12103,TR,0,TR,m,data engineer,other,other,9.401291255468191,presencial
248,248,2021,se,ft,Data Engineer,70000,gbp,96282,GB,50,GB,l,data engineer,gb,gb,11.475047050530808,híbrido
249,249,2021,se,ft,Principal Data Analyst,170000,usd,170000,US,100,US,m,other,us,us,12.04355959836804,remoto total
250,250,2021,mi,ft,Data Scientist,115000,usd,115000,US,50,US,l,data scientist,us,us,11.652696102959753,híbrido
251,251,2021,en,ft,Data Scientist,90000,usd,90000,US,100,US,s,data scientist,us,us,11.407576060361786,remoto total
252,252,2021,ex,ft,Principal Data Engineer,600000,usd,600000,US,100,US,l,other,us,us,13.304686600863562,remoto total
253,253,2021,en,ft,Data Scientist,2100000,inr,28399,IN,100,IN,m,data scientist,in,in,10.254144424149297,remoto total
254,254,2021,mi,ft,Data Analyst,93000,usd,93000,US,100,US,l,data analyst,us,us,11.440365524765756,remoto total
255,255,2021,se,ft,Big Data Architect,125000,cad,99703,CA,50,CA,m,other,ca,ca,11.509961075506213,híbrido
256,256,2021,mi,ft,Data Engineer,200000,usd,200000,US,100,US,l,data engineer,us,us,12.206077645517674,remoto total
257,257,2021,se,ft,Principal Data Scientist,147000,eur,173762,DE,100,DE,m,other,de,de,12.065447580772036,remoto total
258,258,2021,se,ft,Machine Learning Engineer,185000,usd,185000,US,50,US,l,machine learning engineer,us,us,12.128116509451258,híbrido
259,259,2021,ex,ft,Director of Data Science,120000,eur,141846,DE,0,DE,l,other,de,de,11.862504290912188,presencial
260,260,2021,mi,ft,Data Scientist,130000,usd,130000,US,50,US,l,data scientist,us,us,11.775297421715827,híbrido
261,261,2021,se,ft,Data Analyst,54000,eur,63831,DE,50,DE,l,data analyst,de,de,11.064009910988117,híbrido
262,262,2021,mi,ft,Data Scientist,1250000,inr,16904,IN,100,IN,s,data scientist,in,in,9.735364715141987,remoto total
263,263,2021,se,ft,Machine Learning Engineer,4900000,inr,66265,IN,0,IN,l,machine learning engineer,in,in,11.101432224123721,presencial
264,264,2021,mi,ft,Data Scientist,21600,eur,25532,RS,100,DE,s,data scientist,other,de,10.14772701214507,remoto total
265,265,2021,se,ft,Lead Data Engineer,160000,usd,160000,PR,50,US,s,other,other,us,11.982935344196433,híbrido
266,266,2021,mi,ft,Data Engineer,93150,usd,93150,US,0,US,m,data engineer,us,us,11.441977111345166,presencial
267,267,2021,mi,ft,Data Engineer,111775,usd,111775,US,0,US,m,data engineer,us,us,11.624252147606558,presencial
268,268,2021,mi,ft,Data Engineer,250000,try,28016,TR,100,TR,m,data engineer,other,other,10.240566747777828,remoto total
269,269,2021,en,ft,Data Engineer,55000,eur,65013,DE,50,DE,m,data engineer,de,de,11.082357910301223,híbrido
270,270,2021,en,ft,Data Engineer,72500,usd,72500,US,100,US,l,data engineer,us,us,11.19135563385109,remoto total
271,271,2021,se,ft,Computer Vision Engineer,102000,brl,18907,BR,0,BR,m,other,other,other,9.847340391913127,presencial
272,272,2021,en,ft,Data Science Consultant,65000,eur,76833,DE,0,DE,l,other,de,de,11.249402529502674,presencial
273,273,2021,en,ft,Machine Learning Engineer,85000,usd,85000,NL,100,DE,s,machine learning engineer,other,de,11.350418300109132,remoto total
274,274,2021,se,ft,Data Scientist,65720,eur,77684,FR,50,FR,m,data scientist,other,other,11.260417467526102,híbrido
275,275,2021,en,ft,Data Scientist,100000,usd,100000,US,100,US,m,data scientist,us,us,11.51293546492023,remoto total
276,276,2021,en,ft,Data Scientist,58000,usd,58000,US,50,US,l,data scientist,us,us,10.968215530759236,híbrido
277,277,2021,se,ft,AI Scientist,55000,usd,55000,ES,100,ES,l,other,other,other,10.915106645867503,remoto total
278,278,2021,se,ft,Data Scientist,180000,try,20171,TR,50,TR,l,data scientist,other,other,9.912050783196616,híbrido
279,279,2021,en,ft,Business Data Analyst,50000,eur,59102,LU,100,LU,l,other,other,other,10.987036963527192,remoto total
280,280,2021,mi,ft,Data Engineer,112000,usd,112000,US,100,US,l,data engineer,us,us,11.626263078808801,remoto total
281,281,2021,en,ft,Research Scientist,100000,usd,100000,JE,0,CN,l,research scientist,other,other,11.51293546492023,presencial
282,282,2021,mi,pt,Data Engineer,59000,eur,69741,NL,100,NL,l,data engineer,other,other,11.152557997765097,remoto total
283,283,2021,se,ct,Staff Data Scientist,105000,usd,105000,US,100,US,m,other,us,us,11.561725152903833,remoto total
284,284,2021,mi,ft,Research Scientist,69999,usd,69999,CZ,50,CZ,l,research scientist,other,other,11.156250521031495,híbrido
285,285,2021,se,ft,Data Science Manager,7000000,inr,94665,IN,50,IN,l,other,in,in,11.458110186196915,híbrido
286,286,2021,se,ft,Head of Data,87000,eur,102839,SI,100,SI,l,other,other,other,11.540929661379826,remoto total
287,287,2021,mi,ft,Data Scientist,109000,usd,109000,US,50,US,l,data scientist,us,us,11.599112335481124,híbrido
288,288,2021,mi,ft,Machine Learning Engineer,43200,eur,51064,IT,50,IT,l,machine learning engineer,other,other,10.8408546100122,híbrido
289,289,2022,se,ft,Data Engineer,135000,usd,135000,US,100,US,m,data engineer,us,us,11.813037464800539,remoto total
290,290,2022,se,ft,Data Analyst,155000,usd,155000,US,100,US,m,data analyst,us,us,11.951186847493476,remoto total
291,291,2022,se,ft,Data Analyst,120600,usd,120600,US,100,US,m,data analyst,us,us,11.700242855114809,remoto total
292,292,2022,mi,ft,Data Scientist,130000,usd,130000,US,0,US,m,data scientist,us,us,11.775297421715827,presencial
293,293,2022,mi,ft,Data Scientist,90000,usd,90000,US,0,US,m,data scientist,us,us,11.407576060361786,presencial
294,294,2022,mi,ft,Data Engineer,170000,usd,170000,US,100,US,m,data engineer,us,us,12.04355959836804,remoto total
295,295,2022,mi,ft,Data Engineer,150000,usd,150000,US,100,US,m,data engineer,us,us,11.918397239722838,remoto total
296,296,2022,se,ft,Data Analyst,102100,usd,102100,US,100,US,m,data analyst,us,us,11.533717798424087,remoto total
297,297,2022,se,ft,Data Analyst,84900,usd,84900,US,100,US,m,data analyst,us,us,11.349241150793087,remoto total
298,298,2022,se,ft,Data Scientist,136620,usd,136620,US,100,US,m,data scientist,us,us,11.82496594783159,remoto total
299,299,2022,se,ft,Data Scientist,99360,usd,99360,US,100,US,m,data scientist,us,us,11.506514961528898,remoto total
300,300,2022,se,ft,Data Scientist,90000,gbp,117789,GB,0,GB,m,data scientist,gb,gb,11.67665865695283,presencial
301,301,2022,se,ft,Data Scientist,80000,gbp,104702,GB,0,GB,m,data scientist,gb,gb,11.55888304974326,presencial
302,302,2022,se,ft,Data Scientist,146000,usd,146000,US,100,US,m,data scientist,us,us,11.891368749982085,remoto total
303,303,2022,se,ft,Data Scientist,123000,usd,123000,US,100,US,m,data scientist,us,us,11.719947764402807,remoto total
304,304,2022,en,ft,Data Engineer,40000,gbp,52351,GB,100,GB,m,data engineer,gb,gb,10.865745419962419,remoto total
305,305,2022,se,ft,Data Analyst,99000,usd,99000,US,0,US,m,data analyst,us,us,11.502885230075814,presencial
306,306,2022,se,ft,Data Analyst,116000,usd,116000,US,0,US,m,data analyst,us,us,11.661354090741,presencial
307,307,2022,mi,ft,Data Analyst,106260,usd,106260,US,0,US,m,data analyst,us,us,11.573653610839628,presencial
308,308,2022,mi,ft,Data Analyst,126500,usd,126500,US,0,US,m,data analyst,us,us,11.748005492256807,presencial
309,309,2022,ex,ft,Data Engineer,242000,usd,242000,US,100,US,m,data engineer,us,us,12.396697137361691,remoto total
310,310,2022,ex,ft,Data Engineer,200000,usd,200000,US,100,US,m,data engineer,us,us,12.206077645517674,remoto total
311,311,2022,mi,ft,Data Scientist,50000,gbp,65438,GB,0,GB,m,data scientist,gb,gb,11.088873689986276,presencial
312,312,2022,mi,ft,Data Scientist,30000,gbp,39263,GB,0,GB,m,data scientist,gb,gb,10.578063347510637,presencial
313,313,2022,mi,ft,Data Engineer,60000,gbp,78526,GB,0,GB,m,data engineer,gb,gb,11.271197793678173,presencial
314,314,2022,mi,ft,Data Engineer,40000,gbp,52351,GB,0,GB,m,data engineer,gb,gb,10.865745419962419,presencial
315,315,2022,se,ft,Data Scientist,165220,usd,165220,US,100,US,m,data scientist,us,us,12.015039250634192,remoto total
316,316,2022,en,ft,Data Engineer,35000,gbp,45807,GB,100,GB,m,data engineer,gb,gb,10.732214027337896,remoto total
317,317,2022,se,ft,Data Scientist,120160,usd,120160,US,100,US,m,data scientist,us,us,11.696587789200349,remoto total
318,318,2022,se,ft,Data Analyst,90320,usd,90320,US,100,US,m,data analyst,us,us,11.41112527050716,remoto total
319,319,2022,se,ft,Data Engineer,181940,usd,181940,US,0,US,m,data engineer,us,us,12.111437737678415,presencial
320,320,2022,se,ft,Data Engineer,132320,usd,132320,US,0,US,m,data engineer,us,us,11.792986067665478,presencial
321,321,2022,se,ft,Data Engineer,220110,usd,220110,US,0,US,m,data engineer,us,us,12.301887243548784,presencial
322,322,2022,se,ft,Data Engineer,160080,usd,160080,US,0,US,m,data engineer,us,us,11.983435216114666,presencial
323,323,2022,se,ft,Data Scientist,180000,usd,180000,US,0,US,l,data scientist,us,us,12.100717685412471,presencial
324,324,2022,se,ft,Data Scientist,120000,usd,120000,US,0,US,l,data scientist,us,us,11.695255355062795,presencial
325,325,2022,se,ft,Data Analyst,124190,usd,124190,US,100,US,m,data analyst,us,us,11.729575982087773,remoto total
326,326,2022,ex,ft,Data Analyst,130000,usd,130000,US,100,US,m,data analyst,us,us,11.775297421715827,remoto total
327,327,2022,ex,ft,Data Analyst,110000,usd,110000,US,100,US,m,data analyst,us,us,11.608244735642321,remoto total
328,328,2022,se,ft,Data Analyst,170000,usd,170000,US,100,US,m,data analyst,us,us,12.04355959836804,remoto total
329,329,2022,mi,ft,Data Analyst,115500,usd,115500,US,100,US,m,data analyst,us,us,11.657034466915164,remoto total
330,330,2022,se,ft,Data Analyst,112900,usd,112900,US,100,US,m,data analyst,us,us,11.634266607494453,remoto total
331,331,2022,se,ft,Data Analyst,90320,usd,90320,US,100,US,m,data analyst,us,us,11.41112527050716,remoto total
332,332,2022,se,ft,Data Analyst,112900,usd,112900,US,100,US,m,data analyst,us,us,11.634266607494453,remoto total
333,333,2022,se,ft,Data Analyst,90320,usd,90320,US,100,US,m,data analyst,us,us,11.41112527050716,remoto total
334,334,2022,se,ft,Data Engineer,165400,usd,165400,US,100,US,m,data engineer,us,us,12.016128107502665,remoto total
335,335,2022,se,ft,Data Engineer,132320,usd,132320,US,100,US,m,data engineer,us,us,11.792986067665478,remoto total
336,336,2022,mi,ft,Data Analyst,167000,usd,167000,US,100,US,m,data analyst,us,us,12.025755079404917,remoto total
337,337,2022,se,ft,Data Engineer,243900,usd,243900,US,100,US,m,data engineer,us,us,12.404517684236607,remoto total
338,338,2022,se,ft,Data Analyst,136600,usd,136600,US,100,US,m,data analyst,us,us,11.824819546736247,remoto total
339,339,2022,se,ft,Data Analyst,109280,usd,109280,US,100,US,m,data analyst,us,us,11.60167782556802,remoto total
340,340,2022,se,ft,Data Engineer,128875,usd,128875,US,100,US,m,data engineer,us,us,11.766605980745995,remoto total
341,341,2022,se,ft,Data Engineer,93700,usd,93700,US,100,US,m,data engineer,us,us,11.447864140528155,remoto total
342,342,2022,ex,ft,Head of Data Science,224000,usd,224000,US,100,US,m,other,us,us,12.319405795112926,remoto total
343,343,2022,ex,ft,Head of Data Science,167875,usd,167875,US,100,US,m,other,us,us,12.030980890620903,remoto total
344,344,2022,ex,ft,Analytics Engineer,175000,usd,175000,US,100,US,m,other,us,us,12.07254696717504,remoto total
345,345,2022,se,ft,Data Engineer,156600,usd,156600,US,100,US,m,data engineer,us,us,11.961456448214491,remoto total
346,346,2022,se,ft,Data Engineer,108800,usd,108800,US,0,US,m,data engineer,us,us,11.597275804538212,presencial
347,347,2022,se,ft,Data Scientist,95550,usd,95550,US,0,US,m,data scientist,us,us,11.467415415338404,presencial
348,348,2022,se,ft,Data Engineer,113000,usd,113000,US,0,US,l,data engineer,us,us,11.635151947212842,presencial
349,349,2022,se,ft,Data Analyst,135000,usd,135000,US,100,US,m,data analyst,us,us,11.813037464800539,remoto total
350,350,2022,se,ft,Data Science Manager,161342,usd,161342,US,100,US,m,other,us,us,11.991287812591057,remoto total
351,351,2022,se,ft,Data Science Manager,137141,usd,137141,US,100,US,m,other,us,us,11.828772164369175,remoto total
352,352,2022,se,ft,Data Scientist,167000,usd,167000,US,100,US,m,data scientist,us,us,12.025755079404917,remoto total
353,353,2022,se,ft,Data Scientist,123000,usd,123000,US,100,US,m,data scientist,us,us,11.719947764402807,remoto total
354,354,2022,se,ft,Data Engineer,60000,gbp,78526,GB,0,GB,m,data engineer,gb,gb,11.271197793678173,presencial
355,355,2022,se,ft,Data Engineer,50000,gbp,65438,GB,0,GB,m,data engineer,gb,gb,11.088873689986276,presencial
356,356,2022,se,ft,Data Scientist,150000,usd,150000,US,0,US,m,data scientist,us,us,11.918397239722838,presencial
357,357,2022,se,ft,Data Scientist,211500,usd,211500,US,100,US,m,data scientist,us,us,12.261985005589679,remoto total
358,358,2022,se,ft,Data Architect,192400,usd,192400,CA,100,CA,m,other,ca,ca,12.167337014705433,remoto total
359,359,2022,se,ft,Data Architect,90700,usd,90700,CA,100,CA,m,other,ca,ca,11.415323661400773,remoto total
360,360,2022,se,ft,Data Analyst,130000,usd,130000,CA,100,CA,m,data analyst,ca,ca,11.775297421715827,remoto total
361,361,2022,se,ft,Data Analyst,61300,usd,61300,CA,100,CA,m,data analyst,ca,ca,11.023551435004947,remoto total
362,362,2022,se,ft,Data Analyst,130000,usd,130000,CA,100,CA,m,data analyst,ca,ca,11.775297421715827,remoto total
363,363,2022,se,ft,Data Analyst,61300,usd,61300,CA,100,CA,m,data analyst,ca,ca,11.023551435004947,remoto total
364,364,2022,se,ft,Data Engineer,160000,usd,160000,US,0,US,l,data engineer,us,us,11.982935344196433,presencial
365,365,2022,se,ft,Data Scientist,138600,usd,138600,US,100,US,m,data scientist,us,us,11.839354580719126,remoto total
366,366,2022,se,ft,Data Engineer,136000,usd,136000,US,0,US,m,data engineer,us,us,11.820417517632333,presencial
367,367,2022,mi,ft,Data Analyst,58000,usd,58000,US,0,US,s,data analyst,us,us,10.968215530759236,presencial
368,368,2022,ex,ft,Analytics Engineer,135000,usd,135000,US,100,US,m,other,us,us,11.813037464800539,remoto total
369,369,2022,se,ft,Data Scientist,170000,usd,170000,US,100,US,m,data scientist,us,us,12.04355959836804,remoto total
370,370,2022,se,ft,Data Scientist,123000,usd,123000,US,100,US,m,data scientist,us,us,11.719947764402807,remoto total
371,371,2022,se,ft,Machine Learning Engineer,189650,usd,189650,US,0,US,m,machine learning engineer,us,us,12.152940819974221,presencial
372,372,2022,se,ft,Machine Learning Engineer,164996,usd,164996,US,0,US,m,machine learning engineer,us,us,12.013682570899245,presencial
373,373,2022,mi,ft,ETL Developer,50000,eur,54957,GR,0,GR,m,other,other,other,10.914324536132202,presencial
374,374,2022,mi,ft,ETL Developer,50000,eur,54957,GR,0,GR,m,other,other,other,10.914324536132202,presencial
375,375,2022,ex,ft,Lead Data Engineer,150000,cad,118187,CA,100,CA,s,other,ca,ca,11.680031855957703,remoto total
376,376,2022,se,ft,Data Analyst,132000,usd,132000,US,0,US,m,data analyst,us,us,11.790564777297387,presencial
377,377,2022,se,ft,Data Engineer,165400,usd,165400,US,100,US,m,data engineer,us,us,12.016128107502665,remoto total
378,378,2022,se,ft,Data Architect,208775,usd,208775,US,100,US,m,other,us,us,12.249017185855486,remoto total
379,379,2022,se,ft,Data Architect,147800,usd,147800,US,100,US,m,other,us,us,11.903622053373214,remoto total
380,380,2022,se,ft,Data Engineer,136994,usd,136994,US,100,US,m,data engineer,us,us,11.827699707793888,remoto total
381,381,2022,se,ft,Data Engineer,101570,usd,101570,US,100,US,m,data engineer,us,us,11.52851334031188,remoto total
382,382,2022,se,ft,Data Analyst,128875,usd,128875,US,100,US,m,data analyst,us,us,11.766605980745995,remoto total
383,383,2022,se,ft,Data Analyst,93700,usd,93700,US,100,US,m,data analyst,us,us,11.447864140528155,remoto total
384,384,2022,ex,ft,Head of Machine Learning,6000000,inr,79039,IN,50,IN,l,other,in,in,11.277709332421749,híbrido
385,385,2022,se,ft,Data Engineer,132320,usd,132320,US,100,US,m,data engineer,us,us,11.792986067665478,remoto total
386,386,2022,en,ft,Machine Learning Engineer,28500,gbp,37300,GB,100,GB,l,machine learning engineer,gb,gb,10.526775414924009,remoto total
387,387,2022,se,ft,Data Analyst,164000,usd,164000,US,0,US,m,data analyst,us,us,12.00762780434872,presencial
388,388,2022,se,ft,Data Engineer,155000,usd,155000,US,100,US,m,data engineer,us,us,11.951186847493476,remoto total
389,389,2022,mi,ft,Machine Learning Engineer,95000,gbp,124333,GB,0,GB,m,machine learning engineer,gb,gb,11.730726771873762,presencial
390,390,2022,mi,ft,Machine Learning Engineer,75000,gbp,98158,GB,0,GB,m,machine learning engineer,gb,gb,11.494343891883839,presencial
391,391,2022,mi,ft,AI Scientist,120000,usd,120000,US,0,US,m,other,us,us,11.695255355062795,presencial
392,392,2022,se,ft,Data Analyst,112900,usd,112900,US,100,US,m,data analyst,us,us,11.634266607494453,remoto total
393,393,2022,se,ft,Data Analyst,90320,usd,90320,US,100,US,m,data analyst,us,us,11.41112527050716,remoto total
394,394,2022,se,ft,Data Analytics Manager,145000,usd,145000,US,100,US,m,other,us,us,11.884495917930655,remoto total
395,395,2022,se,ft,Data Analytics Manager,105400,usd,105400,US,100,US,m,other,us,us,11.565527402710426,remoto total
396,396,2022,mi,ft,Machine Learning Engineer,80000,eur,87932,FR,100,DE,m,machine learning engineer,other,de,11.384330439839488,remoto total
397,397,2022,mi,ft,Data Engineer,90000,gbp,117789,GB,0,GB,m,data engineer,gb,gb,11.67665865695283,presencial
398,398,2022,se,ft,Data Scientist,215300,usd,215300,US,100,US,l,data scientist,us,us,12.279792328023508,remoto total
399,399,2022,se,ft,Data Scientist,158200,usd,158200,US,100,US,l,data scientist,us,us,11.971621655408228,remoto total
400,400,2022,se,ft,Data Engineer,209100,usd,209100,US,100,US,l,data engineer,us,us,12.250572667806054,remoto total
401,401,2022,se,ft,Data Engineer,154600,usd,154600,US,100,US,l,data engineer,us,us,11.948602883419843,remoto total
402,402,2022,se,ft,Data Analyst,115934,usd,115934,US,0,US,m,data analyst,us,us,11.66078496820908,presencial
403,403,2022,se,ft,Data Analyst,81666,usd,81666,US,0,US,m,data analyst,us,us,11.310405282483078,presencial
404,404,2022,se,ft,Data Engineer,175000,usd,175000,US,100,US,m,data engineer,us,us,12.07254696717504,remoto total
405,405,2022,mi,ft,Data Engineer,75000,gbp,98158,GB,0,GB,m,data engineer,gb,gb,11.494343891883839,presencial
406,406,2022,mi,ft,Data Analyst,58000,usd,58000,US,0,US,s,data analyst,us,us,10.968215530759236,presencial
407,407,2022,se,ft,Data Engineer,183600,usd,183600,US,100,US,l,data engineer,us,us,12.120520203776788,remoto total
408,408,2022,mi,ft,Data Analyst,40000,gbp,52351,GB,100,GB,m,data analyst,gb,gb,10.865745419962419,remoto total
409,409,2022,se,ft,Data Scientist,180000,usd,180000,US,100,US,m,data scientist,us,us,12.100717685412471,remoto total
410,410,2022,mi,ft,Data Scientist,55000,gbp,71982,GB,0,GB,m,data scientist,gb,gb,11.184185259008464,presencial
411,411,2022,mi,ft,Data Scientist,35000,gbp,45807,GB,0,GB,m,data scientist,gb,gb,10.732214027337896,presencial
412,412,2022,mi,ft,Data Engineer,60000,eur,65949,GR,100,GR,m,data engineer,other,other,11.09665215814546,remoto total
413,413,2022,mi,ft,Data Engineer,45000,eur,49461,GR,100,GR,m,data engineer,other,other,10.808959976974403,remoto total
414,414,2022,mi,ft,Data Engineer,60000,gbp,78526,GB,100,GB,m,data engineer,gb,gb,11.271197793678173,remoto total
415,415,2022,mi,ft,Data Engineer,45000,gbp,58894,GB,100,GB,m,data engineer,gb,gb,10.983511476392884,remoto total
416,416,2022,se,ft,Data Scientist,260000,usd,260000,US,100,US,m,data scientist,us,us,12.468440756144114,remoto total
417,417,2022,se,ft,Data Science Engineer,60000,usd,60000,AR,100,MX,l,other,other,other,11.002116507732017,remoto total
418,418,2022,mi,ft,Data Engineer,63900,usd,63900,US,0,US,m,data engineer,us,us,11.065090289695444,presencial
419,419,2022,mi,ft,Machine Learning Scientist,160000,usd,160000,US,100,US,l,other,us,us,11.982935344196433,remoto total
420,420,2022,mi,ft,Machine Learning Scientist,112300,usd,112300,US,100,US,l,other,us,us,11.62893804540639,remoto total
421,421,2022,mi,ft,Data Science Manager,241000,usd,241000,US,100,US,m,other,us,us,12.392556361841777,remoto total
422,422,2022,mi,ft,Data Science Manager,159000,usd,159000,US,100,US,m,other,us,us,11.976665770490767,remoto total
423,423,2022,se,ft,Data Scientist,180000,usd,180000,US,0,US,m,data scientist,us,us,12.100717685412471,presencial
424,424,2022,se,ft,Data Scientist,80000,usd,80000,US,0,US,m,data scientist,us,us,11.289794413577894,presencial
425,425,2022,mi,ft,Data Engineer,82900,usd,82900,US,0,US,m,data engineer,us,us,11.325402403776808,presencial
426,426,2022,se,ft,Data Engineer,100800,usd,100800,US,100,US,l,data engineer,us,us,11.520903555205116,remoto total
427,427,2022,mi,ft,Data Engineer,45000,eur,49461,ES,100,ES,m,data engineer,other,other,10.808959976974403,remoto total
428,428,2022,se,ft,Data Scientist,140400,usd,140400,US,0,US,l,data scientist,us,us,11.852257893055606,presencial
429,429,2022,mi,ft,Data Analyst,30000,gbp,39263,GB,100,GB,m,data analyst,gb,gb,10.578063347510637,remoto total
430,430,2022,mi,ft,Data Analyst,40000,eur,43966,ES,100,ES,m,data analyst,other,other,10.691194631509694,remoto total
431,431,2022,mi,ft,Data Analyst,30000,eur,32974,ES,100,ES,m,data analyst,other,other,10.403504977585515,remoto total
432,432,2022,mi,ft,Data Engineer,80000,eur,87932,ES,100,ES,m,data engineer,other,other,11.384330439839488,remoto total
433,433,2022,mi,ft,Data Engineer,70000,eur,76940,ES,100,ES,m,data engineer,other,other,11.250794173362452,remoto total
434,434,2022,mi,ft,Data Engineer,80000,gbp,104702,GB,100,GB,m,data engineer,gb,gb,11.55888304974326,remoto total
435,435,2022,mi,ft,Data Engineer,70000,gbp,91614,GB,100,GB,m,data engineer,gb,gb,11.425350292714276,remoto total
436,436,2022,mi,ft,Data Engineer,60000,eur,65949,ES,100,ES,m,data engineer,other,other,11.09665215814546,remoto total
437,437,2022,mi,ft,Data Engineer,80000,eur,87932,GR,100,GR,m,data engineer,other,other,11.384330439839488,remoto total
438,438,2022,se,ft,Machine Learning Engineer,189650,usd,189650,US,0,US,m,machine learning engineer,us,us,12.152940819974221,presencial
439,439,2022,se,ft,Machine Learning Engineer,164996,usd,164996,US,0,US,m,machine learning engineer,us,us,12.013682570899245,presencial
440,440,2022,mi,ft,Data Analyst,40000,eur,43966,GR,100,GR,m,data analyst,other,other,10.691194631509694,remoto total
441,441,2022,mi,ft,Data Analyst,30000,eur,32974,GR,100,GR,m,data analyst,other,other,10.403504977585515,remoto total
442,442,2022,mi,ft,Data Engineer,75000,gbp,98158,GB,100,GB,m,data engineer,gb,gb,11.494343891883839,remoto total
443,443,2022,mi,ft,Data Engineer,60000,gbp,78526,GB,100,GB,m,data engineer,gb,gb,11.271197793678173,remoto total
444,444,2022,se,ft,Data Scientist,215300,usd,215300,US,0,US,l,data scientist,us,us,12.279792328023508,presencial
445,445,2022,mi,ft,Data Engineer,70000,eur,76940,GR,100,GR,m,data engineer,other,other,11.250794173362452,remoto total
446,446,2022,se,ft,Data Engineer,209100,usd,209100,US,100,US,l,data engineer,us,us,12.250572667806054,remoto total
447,447,2022,se,ft,Data Engineer,154600,usd,154600,US,100,US,l,data engineer,us,us,11.948602883419843,remoto total
448,448,2022,se,ft,Data Engineer,180000,usd,180000,US,100,US,m,data engineer,us,us,12.100717685412471,remoto total
449,449,2022,en,ft,ML Engineer,20000,eur,21983,PT,100,PT,l,other,other,other,9.998070195022075,remoto total
450,450,2022,se,ft,Data Engineer,80000,usd,80000,US,100,US,m,data engineer,us,us,11.289794413577894,remoto total
451,451,2022,mi,ft,Machine Learning Developer,100000,cad,78791,CA,100,CA,m,other,ca,ca,11.274566747849539,remoto total
452,452,2022,ex,ft,Director of Data Science,250000,cad,196979,CA,50,CA,l,other,ca,ca,12.190857479723693,híbrido
453,453,2022,mi,ft,Machine Learning Engineer,120000,usd,120000,US,100,US,s,machine learning engineer,us,us,11.695255355062795,remoto total
454,454,2022,en,ft,Computer Vision Engineer,125000,usd,125000,US,0,US,m,other,us,us,11.736077016252437,presencial
455,455,2022,mi,ft,NLP Engineer,240000,cny,37236,US,50,US,l,other,us,us,10.525058169606785,híbrido
456,456,2022,se,ft,Data Engineer,105000,usd,105000,US,100,US,m,data engineer,us,us,11.561725152903833,remoto total
457,457,2022,se,ft,Lead Machine Learning Engineer,80000,eur,87932,DE,0,DE,m,other,de,de,11.384330439839488,presencial
458,458,2022,mi,ft,Business Data Analyst,1400000,inr,18442,IN,100,IN,m,other,in,in,9.822440173682805,remoto total
459,459,2022,mi,ft,Data Scientist,2400000,inr,31615,IN,100,IN,l,data scientist,in,in,10.361418600547594,remoto total
460,460,2022,mi,ft,Machine Learning Infrastructure Engineer,53000,eur,58255,PT,50,PT,l,other,other,other,10.972602370415215,híbrido
461,461,2022,en,ft,Financial Data Analyst,100000,usd,100000,US,50,US,l,other,us,us,11.51293546492023,híbrido
